questionText,options[0],options[1],options[2],options[3],correctAnswer
Choose analogous pair:  Crache : Infants,A. School : Pupils,B. Bedlam : Lunatics,C. Deck : Sailors,D. Cottage : Beggar,B. Bedlam : Lunatics
Choose analogous pair:  Badminton : Court,A. Hockey : Stick,B. Cricket : Bat,C. Skating : Rink,D. Football : Goal,C. Skating : Rink
Choose analogous pair:  Curtain : Drapery,A. Cockroach : Insect,B. Bedsheet : Bed,C. Pillow : Cushion,D. Mat : Floor,A. Cockroach : Insect
Choose analogous pair:  Birds : Aves,A. Fish : Water,B. Whale : Fish,C. Lizard : Insect,D. Man : Homo sapiens,D. Man : Homo sapiens
Choose analogous pair:  Elevated : Exalted,A. Dirty : Filthy,B. Disorderly : Unfaithful,C. Raise : Commensurate,D. Promoted : Excellence,A. Dirty : Filthy
Choose analogous pair:  Cells : Cytology,A. Worms : Ornithology,B. Insects : Entomology,C. Diseases : Physiology,D. Tissues : Morphology,B. Insects : Entomology
Choose analogous pair:  Yawn : Boredom,A. Anger : Madness,B. Dream : Sleep,C. Smile : Amusement,D. Impatience : Rebellion,C. Smile : Amusement
Choose analogous pair:  Surgeon : Scalpel,A. Musician : Instrument,B. Carpenter : Cabinet,C. Sculptor : Chisel,D. Baker : Oven,C. Sculptor : Chisel
Choose analogous pair:  Train : Track,A. Idea : Brain,B. Bullet : Barrel,C. Water : Boat,D. Fame : Television,B. Bullet : Barrel
Choose analogous pair:  Knife : Chopper,A. Walking : Fitness,B. Swim : Float,C. Scissors : Cloth,D. Quilt : Blanket,D. Quilt : Blanket
Choose analogous pair:  Defunct : Life,A. Stagnant : Motion,B. Orderly : Pattern,C. Arid : Desert,D. Obese : Weight,A. Stagnant : Motion
Choose analogous pair:  Embroider : Cloth,A. Patch : Quilt,B. Stain : Glass,C. Carve : Knife,D. Chase : Metal,D. Chase : Metal
Choose analogous pair:  Agenda : Meeting,A. Programme : Function,B. Performance : Ticket,C. Map : Scale,D. Footnote : Article,A. Programme : Function
Choose analogous pair:  Numismatist : Coins,A. Philatelist : Stamps,B. Jeweller : Jewels,C. Cartographer : Maps,D. Geneticist : Chromosomes,A. Philatelist : Stamps
Amorphousness is to Definition as Lassitude is to ___________?,A. Energy,B. Awareness,C. Uniformity,D. Companionship,A. Energy
Sweet is to Chocolate as Book is to __________?,A. Dictionary,B. Library,C. Encyclopaedia,D. Atlas,C. Encyclopaedia
Trumpet is to Band as Knife is to ___________?,A. Fork,B. Metal,C. Cutlery,D. Cut,C. Cutlery
Water is to Oxygen as Salt is to ___________?,A. Iron,B. Sodium,C. Calcium,D. Proteins,B. Sodium
Tempest is to Storm as Slim is to ___________?,A. Fat,B. Plump,C. Slender,D. Beautiful,C. Slender
Aluminium is to Bauxite as Iron is to __________?,A. Pyrite,B. Magnesite,C. Pyrolusite,D. Haematite,D. Haematite
Prairies is to North America as Downs is to __________?,A. Europe,B. Australia,C. Africa,D. India,B. Australia
Preface to Book as Overture is to __________?,A. Opera,B. Ballad,C. Novel,D. Symphony,A. Opera
Triff is to Battle as Frugal is to ____________?,A. Sprint,B. Vague,C. Miserly,D. Vital,C. Miserly
Truthfulness is to Liar as Loyalty is to ___________?,A. Worker,B. Traitor,C. Diligent,D. Faithful,B. Traitor
Buffalo is to Leather as Llama is to ___________?,A. Wool,B. Meat,C. Silk,D. Fur,C. Silk
Kilometre is to Distance as Poundal is to __________?,A. Density,B. Acceleration,C. Momentum,D. Force,D. Force
Chopper is to Meat as Spanner is to ___________?,A. Vegetables,B. Cakes,C. Nuts,D. Flesh,C. Nuts
Exculpate is to Acquit as Precise is to _________?,A. Concise,B. Conceal,C. Brief,D. Particular,D. Particular
Liquid is to Fluidity as Comedian is to _________?,A. Ridicule,B. Humour,C. Solemnity,D. Companion,B. Humour
Memorise is to Amnesia as Movement is to ___________?,A. Lubrication,B. Lethargy,C. Paralysis,D. Hermit,C. Paralysis
Zinc is to Galvanisation as Nickel is to _________?,A. Aircraft,B. Corrosion,C. Electroplating,D. Filament,C. Electroplating
Article is to Magazine as Sloka is to __________?,A. Ascetic,B. Veda,C. Recite,D. Book,B. Veda
Infra is to Heat as Ultraviolet is to __________?,A. Cancer,B. Blisters,C. Mutation,D. Ozone,A. Cancer
Magnalium is to Aluminium as Brass is to _________?,A. Lead,B. Magnesium,C. Iron,D. Copper,D. Copper
Sulphur is to Vulcanisation as Chlorine is to ____________?,A. Extraction,B. Bleaching,C. Metallurgy,D. Allotropy,B. Bleaching
Christians is to Burial as Hindus is to __________?,A. Murder,B. Cremation,C. Execution,D. Burn,B. Cremation
Food is to Fad as Religion is to ___________?,A. Crucification,B. Notion,C. Superstition,D. Mythology,C. Superstition
Exercise is to Obesity as Water is to __________?,A. Thirst,B. Alcohol,C. Drink,D. Purity,A. Thirst
Hear is to Deaf as Speak is to ___________?,A. Quiet,B. Silent,C. Mumb,D. Dumb,D. Dumb
Ladies is to Purse as Gents is to __________?,A. Bag,B. Pocket,C. Wallet,D. Case,C. Wallet
Burma is to Pagodas as Pakistan is to __________?,A. Rivers,B. Canals,C. Agriculture,D. Dams,B. Canals
Orange is to Peel as Tooth is to _________?,A. Gums,B. Clove,C. Enamel,D. Joints,C. Enamel
Bhakra is to Sutlej as Aswan is to _________?,A. Indus,B. Damodar,C. Volga,D. Nile,D. Nile
Insomnia is to Lead as Minamata is to _________?,A. Tobacco,B. Mercury,C. Alcohol,D. Chromium,B. Mercury
Venus is to Earth as Mercury is to ________?,A. Sun,B. Pluto,C. Mars,D. Moon,A. Sun
Sparrow is to Seed as Silkworm is to __________?,A. Silk,B. Maple,C. Mulberry,D. Pine,C. Mulberry
"If ”you have a finger in the pie”, you are _________ in something.",A. Interested,B. Involved,C. Puzzled,D. None of these,B. Involved
The idiom “To keeps one’s temper” means:,A. To become hungry,B. To be in good mood,C. T0 preserve ones energy,D. To be aloof from,B. To be in good mood
Algae is to Water as Virus is to?,A. Man,B. Host,C. Surroundings,D. Soil,B. Host
Cattle is to Fodder as Fish is to?,A. Hay,B. Insects,C. Feed,D. Plankton,D. Plankton
Latex is to Rubber as Flax is to?,A. Linen,B. Wool,C. Jute,D. Cotton,A. Linen
Alienation is to Enstrangement as Paranoia is to?,A. Inhibition,B. Behaviour,C. Persecution,D. Ego,C. Persecution
Book is to Publisher as Film is to?,A. Writer,B. Editor,C. Director,D. Producer,D. Producer
Infestation is to Food as Infection is to?,A. Germs,B. Diseases,C. Body,D. Microbes,C. Body
Ploughing is to Aeration as Manuring is to?,A. Fertile,B. Replenishment,C. Earthing,D. Agriculture,B. Replenishment
Insulin is to Hormone as Trypsin is to?,A. Juice,B. Liver,C. Enzyme,D. Digestion,C. Enzyme
Chapati is to Cook as Meat is to?,A. Boil,B. Fry,C. Bake,D. Roast,D. Roast
Milk is to Water as Ghee is to?,A. Vanaspati,B. Mustard Oil,C. Argemome,D. Cream,A. Vanaspati
Aseel is to Poultry as Salmon is to?,A. Cow,B. Camal,C. Fish,D. Horse,C. Fish
Steel is to Bokaro as Hosiery is to?,A. Madras,B. Patna,C. Vishakhapatnam,D. Ludhiana,D. Ludhiana
Denigrade is to Devalue as Upgrade is to?,A. Revalue,B. Praise,C. Promote,D. Demote,C. Promote
Hygrometer is to Humidity as Sphygmomanometer is to?,A. Pressure,B. Blood Pressure,C. Precipitation,D. Heart Beat,B. Blood Pressure
Amaranthus is to Weed as Bordeaux is to?,A. Insecticide,B. Weedicide,C. Germicide,D. Fungicide,D. Fungicide
Rickets is to Children as Osteomalacia is to?,A. Infants,B. Mother,C. Adults,D. Old,C. Adults
Pineapple is to Jelly as Tomato is to ?,A. Jam,B. Pury,C. Squash,D. Pickles,B. Pury
Constitution is to Amendment as Book is to?,A. Errata,B. Contents,C. Preface,D. Acknowledgement,A. Errata
Lotus is related to Cuticle in the same way as Fish is related to?,A. Scales,B. Gills,C. Tail,D. Wings,A. Scales
Boat is related to Sails in the same way as Balloon is related to?,A. Hot Air,B. Rope,C. Nylon,D. Rubber,A. Hot Air
Kindle is related to Burn in the same way as Angry is related to ……,A. Annoyed,B. Determined,C. Resentful,D. Furious,D. Furious
Topeworm is related to Taeniasis in the same way as Plasmodium is related to?,A. Malaria,B. Constipation,C. Diptheria,D. Diarrhoea,A. Malaria
Clue is related to Mystery in the same way as Warning is related to?,A. Disaster,B. Precaution,C. Risk,D. Danger,D. Danger
Vitro is related to Glass in the same way as Ligno is related to?,A. Marble,B. Metal,C. Rock,D. Wood,D. Wood
Leaf is related to Sap in the same way as Bone is related to?,A. Fluid,B. Blood,C. Marrow,D. Calcium,C. Marrow
What is related to Lapse in the same way as Session is related to?,A. Leave,B. Permit,C. Agency,D. Policy,D. Policy
Chlorophyll is related to Chloroplast in the same way as Vulture is related to?,A. Flesh,B. Wings,C. Air,D. Bird,D. Bird
Waves is related to Air in the same way as Ripples is related to?,A. Wind,B. Water,C. Storm,D. Smoke,B. Water
Rung is related to Ladder in the same way as Twig is related to?,A. Leaf,B. Flower,C. Tree,D. Bud,C. Tree
England is related to Ocean in the same way as Greenland is related to?,A. Pacific Ocean,B. Atlantic Ocean,C. Arctic Ocean,D. Antarctic Ocean,C. Arctic Ocean
Leisurely is related to Unhurried in the same way as Tardy is related to?,A. Sluggish,B. Dim,C. Dawdle,D. Sour,A. Sluggish
Jester is related to Fool in the same way as Larrikin is related to?,A. Dancer,B. Musician,C. Saint,D. Hooligan,D. Hooligan
Joule is related to Energy in the same way as Pascal is related to?,A. Volume,B. Pressure,C. Density,D. Purity,B. Pressure
Much is related to Many in the same way as Measure is related to?,A. Weigh,B. Measures,C. Calculate,D. Count,D. Count
Afghanistan is related to Kabul in the same way as Austria is related to?,A. Airana,B. Tirana,C. Vienna,D. None of these,C. Vienna
Grain is related to Granary in the same way as Curios is related to?,A. Archives,B. Museum,C. Library,D. Zoo,B. Museum
Orthopaedist is related to Bones in the same way as Chiropodist is related to?,A. Nails,B. Sounds,C. Feet,D. Heart,C. Feet
Inch is related to Centimetre in the same way as Pint is related to?,A. Litre,B. Volume,C. Gallon,D. Viscosity,C. Gallon
Honey is related to Wax in the same way as Milk is related to?,A. Cow,B. Leather,C. Eggs,D. Butter,B. Leather
Rhythm is related to Music in the same way as Design is related to?,A. Symmetry,B. Architect,C. Beauty,D. Building,D. Building
Patrol is related to Security in the same way as Insurance is related to?,A. Money,B. Protection,C. Policy,D. Finance,B. Protection
Helm is related to Rudder in the same way as Brain is related to?,A. Heart,B. Ribs,C. Limbs,D. Body,D. Body
Poison is related to Socrates in the same way as Crucification is related to?,A. Jesus,B. Christians,C. Aristotle,D. Church,A. Jesus
Crumb is related to Bread in the same way as Morsel is related to?,A. Fruit,B. Biscuit,C. Food,D. Cake,C. Food
Forfeit is related to Surrender in the same way as Remit is related to?,A. Perceive,B. Confiscate,C. Exempt,D. Cancel,D. Cancel
Boat is related to Oar in the same way as Bicycle is related to?,A. Chain,B. Pedal,C. Road,D. Wheel,B. Pedal
Door is related to Bang in the same way as Chain is related to?,A. Thunder,B. Clinch,C. Tinkle,D. Clank,D. Clank
Hong Kong is related to China in the same way as Vatican is related to?,A. Canada,B. Mexico,C. North America,D. Rome,D. Rome
Taj Mahal is related to Love in the same way as Jallianwala is related to?,A. Amritsar,B. Martyrdom,C. War,D. Punjab,B. Martyrdom
Water is related to Ocean in the same way as Snow is related to?,A. Peaks,B. Hail,C. Glacier,D. Mountain,C. Glacier
Librariance is related to Books in the same way as Bankers is related to?,A. Customers,B. Banks,C. Money,D. Creditors,C. Money
Symphony is related to Composer in the same way as Fresco is related to?,A. Painter,B. Inventor,C. Singer,D. Writer,A. Painter
Ostrich is related to Antelope in the same way as Egret is related to?,A. Cow,B. Buffalo,C. Camel,D. Zebra,B. Buffalo
Trigonometry is related to Triangles in the same way as Mensuration is related to?,A. Geometry,B. Circles,C. Areas,D. Polygons,C. Areas
Blood is related to Circulation in the same way as Hormone is related to?,A. Egestion,B. Control,C. Coordination,D. Digestion,C. Coordination
Write is related to Reader in the same way as Producer is related to?,A. Seller,B. Consumer,C. Creator,D. Contractor,B. Consumer
Man is related to Arms in the same way as Cockroach is related to?,A. Wings,B. Pseudopodia,C. Legs,D. Antennae,D. Antennae
Transistor is related to Radio in the same way as Television is related to?,A. Entertainment,B. Cinema,C. Video,D. Cassette,B. Cinema
Cobra is related to Snake in the same way as Leopard is related to?,A. Tiger,B. Lion,C. Cat,D. Zebra,C. Cat
Green Revolution is related to Plants in the same way as Silver Revolution is related to?,A. Poultry,B. Rubber,C. Animals,D. Forest,C. Animals
Pride is related to Humility in the same way as Desire is related to?,A. Wish,B. Hate,C. Suppress,D. Indifference,B. Hate
Face is related to Expression in the same way as Hand is related to?,A. Waving,B. Handshake,C. Work,D. Gesture,D. Gesture
Umbrella is related to Rain in the same way as Goggles is related to?,A. Light,B. Glare,C. Stare,D. Sight,B. Glare
Land is related to Cape in the same way as Water is related to?,A. Strait,B. Lagoon,C. Bay,D. Island,C. Bay
What is related to Graduate in the same way as Cassock is related to?,A. Cap,B. Tie,C. Coat,D. Gown,D. Gown
Labourer is related to Wages in the same way as Entrepreneur is related to?,A. Loan,B. Interest,C. Taxes,D. Profit,D. Profit
Charminar is related to India in the same way as Sphinx is related to?,A. England,B. Canada,C. Egypt,D. Vatican,C. Egypt
Teeth is related to Grit in the same way as Fist is related to?,A. Blow,B. Hand,C. Open,D. Clench,D. Clench
DDT is related to Abbreviation in the same way as LASER is related to?,A. Antithesis,B. Acronym,C. Epigram,D. Epithet,B. Acronym
Distil is related to Whisky in the same way as Brew is related to?,A. Ferment,B. Gin,C. Beer,D. Sugar,C. Beer
Summit is related to Apex in the same way as Summon is related to?,A. Court,B. Judge,C. Witness,D. Backon,D. Backon
Bull is related to Draught in the same way as Cow is related to?,A. Livestock,B. Milch,C. Farm,D. Fodder,B. Milch
South is related to North-West in the same way as West is related to?,A. South-West,B. East,C. North-East,D. South,C. North-East
Palm is related to Hand in the same way as Sole is related to?,A. Leg,B. Ankle,C. Knee,D. Foot,D. Foot
Jesus is related to Christians in the same way as Zoroaster is related to?,A. Jews,B. Parsis,C. Tribals,D. Catholics,B. Parsis
Hygienic is related to Polluted in the same way as Knowing is related to?,A. Ingenuous,B. Uncommon,C. Secret,D. Sagacious,A. Ingenuous
Institute is related to Academy in the same way as Decree is related to?,A. Blame,B. Court,C. Judge,D. Mandate,D. Mandate
Borrower is related to Loan in the same way as Beggar is related to?,A. Alms,B. Mercy,C. Money,D. Gift,A. Alms
Satyajit is related to Films in the same way as Picasso is related to?,A. Literature,B. Drama,C. Poetry,D. Painting,D. Painting
Oriya is related to Orissa in the same way as Dogri is related to?,A. Himachal Pradesh,B. Sikkim,C. Jammu,D. Assam,C. Jammu
Neck is related to Tie in the same way as Waist is related to?,A. Watch,B. Belt,C. Ribbon,D. Shirt,B. Belt
Engineer is related to Machina in the same way as Doctor is related to?,A. Hospital,B. Body,C. Disease,D. Medicine,C. Disease
Estonia is related to Rouble in the same way as Chile is related to?,A. Dinar,B. Peso,C. Peseta,D. Franc,B. Peso
Indiscreet is related to Imprudent in the same way as Indisposed is related to?,A. Concerned,B. Crucial,C. Clear,D. Reluctant,D. Reluctant
Earth is related to Axis in the same way as Wheel is related to?,A. Tyre,B. Car,C. Road,D. Hub,D. Hub
Cat is related to Kitten in the same way as Fish is related to?,A. Fry,B. Fawn,C. Fin,D. Foal,A. Fry
Gravity is related to Pull in the same way as Magnetism is related to?,A. Repulsion,B. Separation,C. Attraction,D. Push,C. Attraction
Laugh is related to Joy in the same way as Cry is related to?,A. Child,B. Sad,C. Punishment,D. Sorrow,D. Sorrow
Statue is related to Shape in the same way as Song is related to?,A. Beauty,B. Sing,C. Tune,D. Poetry,C. Tune
Concert is related to Theatre in the same way as Banquet is related to?,A. Hotel,B. Party,C. Feast,D. Supper,A. Hotel
Street is related to Lane in the same way as Road is related to?,A. Footpath,B. Junction,C. Avenue,D. Highway,C. Avenue
Abduction is related to Kidnapping in the same way as Larceny is related to?,A. Theft,B. Crime,C. Blackmail,D. Sin,A. Theft
Horse is related to Hay in the same way as Cow is related to?,A. Leaves,B. Fodder,C. Milk,D. Straw,B. Fodder
Condolence is related to Loss in the same way as Congratulation is related to?,A. Praise,B. Achievment,C. Accusation,D. Reward,B. Achievment
Kilogram is related to Quintal in the same way as Paisa is related to?,A. Rupee,B. Coin,C. Wealth,D. Money,A. Rupee
Snowfall is related to Precipitation in the same way as Grotto is related to?,A. Throat,B. Castle,C. Cave,D. Fort,C. Cave
